S001_1_1.csv,b_head,r_head,f_head,l_shoulder,rm_shoulder,re_shoulder,ru_hand,rm_hand,ri_hand,lu_hand,lp_hand,li_hand
S001_2_2.csv,b_head,r_head,f_head,l_shoulder,rm_shoulder,re_shoulder,ru_hand,ri_hand,lu_hand,li_hand,lp_hand,rm_hand
S001_1_3.csv,b_head,r_head,f_head,l_shoulder,rm_shoulder,re_shoulder,ru_hand,rm_hand,ri_hand,lu_hand,lp_hand,li_hand
S001_2_4.csv,b_head,r_head,f_head,l_shoulder,rm_shoulder,re_shoulder,ru_hand,rm_hand,ri_hand,lu_hand,lp_hand,li_hand
S001_1_5.csv,b_head,r_head,f_head,l_shoulder,rm_shoulder,re_shoulder,ru_hand,rm_hand,ri_hand,lu_hand,lp_hand,li_hand
S001_1_6.csv,b_head,r_head,f_head,l_shoulder,rm_shoulder,re_shoulder,ru_hand,rm_hand,ri_hand,lu_hand,lp_hand,li_hand
S001_2_7.csv,b_head,r_head,f_head,l_shoulder,rm_shoulder,re_shoulder,ru_hand,rm_hand,ri_hand,lu_hand,lp_hand,li_hand
S001_1_8.csv,r_head,f_head,l_shoulder,rm_shoulder,re_shoulder,ru_hand,rm_hand,ri_hand,lu_hand,li_hand,b_head,lp_hand
S001_1_9.csv,b_head,r_head,f_head,l_shoulder,rm_shoulder,re_shoulder,ru_hand,rm_hand,ri_hand,lu_hand,lp_hand,li_hand
S001_2_10.csv,b_head,r_head,f_head,l_shoulder,rm_shoulder,re_shoulder,ru_hand,rm_hand,ri_hand,lu_hand,lp_hand,li_hand
S001_2_11.csv,b_head,r_head,f_head,l_shoulder,rm_shoulder,re_shoulder,ru_hand,rm_hand,ri_hand,lu_hand,lp_hand,li_hand
S001_2_12.csv,b_head,r_head,f_head,l_shoulder,rm_shoulder,re_shoulder,ru_hand,rm_hand,ri_hand,lu_hand,lp_hand,li_hand
S001_2_13.csv,b_head,r_head,f_head,l_shoulder,rm_shoulder,re_shoulder,ru_hand,rm_hand,ri_hand,lu_hand,lp_hand,li_hand
S001_1_14.csv,r_head,f_head,l_shoulder,rm_shoulder,re_shoulder,ru_hand,rm_hand,lp_hand,li_hand,ri_hand,b_head,lu_hand
S001_1_15.csv,b_head,r_head,f_head,l_shoulder,rm_shoulder,re_shoulder,ru_hand,rm_hand,ri_hand,lu_hand,lp_hand,li_hand
S001_1_16.csv,b_head,f_head,l_shoulder,rm_shoulder,re_shoulder,ru_hand,rm_hand,ri_hand,lu_hand,lp_hand,li_hand,r_head
