ID,ax,ay,D,a,b,label
S001,1.2212453270876723e-16,-2.997602166487923e-16,-2.220446049250313e-16,-4.635181127810028e-16,-2.6645352591003756e-16,1.0
S002,-1.554312234475219e-16,1.3322676295501878e-16,-6.217248937900876e-16,-1.7763568394002506e-16,0.0,1.0
S003,2.2204460492503132e-17,1.4099832412739487e-15,-1.4876988529977098e-15,-1.3322676295501878e-15,1.3322676295501878e-16,1.0
S005,4.4408920985006264e-17,2.7755575615628914e-16,-1.1102230246251565e-16,-6.661338147750939e-16,1.554312234475219e-16,1.0
S006,9.992007221626409e-17,-1.554312234475219e-16,1.7763568394002506e-16,3.219646771412954e-16,-2.0816681711721685e-17,1.0
S007,-1.9984014443252818e-16,1.7486012637846215e-16,-1.7208456881689927e-16,1.6653345369377348e-16,1.6653345369377348e-16,1.0
S008,2.2204460492503132e-17,1.2212453270876723e-16,1.554312234475219e-16,1.9984014443252818e-16,4.4408920985006264e-17,1.0
S009,-1.3877787807814457e-17,-1.554312234475219e-16,2.220446049250313e-16,6.661338147750939e-17,1.0547118733938987e-16,1.0
S010,-1.1102230246251565e-16,-4.1078251911130794e-16,-1.609823385706477e-16,3.108624468950438e-16,2.6645352591003756e-16,1.0
