ID,ax,ay,D,a,b,label
M001,-8.881784197001253e-17,-7.216449660063518e-17,0.0,-1.554312234475219e-16,-1.554312234475219e-16,0.0
M002,2.4424906541753446e-16,3.3306690738754696e-16,0.0,-9.992007221626409e-16,-1.0547118733938987e-16,0.0
M003,-1.2212453270876723e-16,0.0,-2.6645352591003756e-16,-5.551115123125783e-17,-1.1102230246251565e-16,0.0
M005,-8.881784197001253e-17,-3.552713678800501e-16,1.021405182655144e-15,-7.993605777301127e-16,1.7763568394002506e-16,0.0
M006,1.6653345369377348e-16,-4.773959005888173e-16,-3.6637359812630164e-16,3.108624468950438e-16,7.771561172376095e-17,0.0
M007,-5.551115123125783e-17,0.0,4.4408920985006264e-17,-8.409939411535561e-16,0.0,0.0
M009,0.0,-5.551115123125783e-17,-5.551115123125783e-17,-5.551115123125783e-17,1.3877787807814457e-17,0.0
M010,4.4408920985006264e-17,1.3322676295501878e-16,-8.881784197001253e-17,-1.0103029524088924e-15,-8.881784197001253e-17,0.0
M011,0.0,2.3592239273284576e-16,-2.7755575615628914e-16,-2.220446049250313e-16,2.7755575615628914e-17,0.0
