ID,ax,ay,D,a,b,label
S001,2.2204460492503132e-17,1.7763568394002506e-16,-3.9968028886505636e-16,4.662936703425658e-16,-1.7208456881689927e-16,0.0
S002,3.3306690738754696e-16,5.551115123125783e-16,-1.3322676295501878e-15,-4.551914400963141e-16,-1.1102230246251565e-16,0.0
S003,-9.992007221626409e-17,1.2212453270876723e-16,2.55351295663786e-16,8.493206138382448e-16,-6.661338147750939e-17,0.0
S005,1.1102230246251565e-16,3.108624468950438e-16,4.4408920985006264e-17,6.661338147750939e-17,-2.331468351712829e-16,0.0
S006,1.1102230246251565e-16,-4.884981308350689e-16,-3.552713678800501e-16,4.2188474935755947e-16,3.108624468950438e-16,0.0
S007,1.4988010832439614e-16,-3.885780586188048e-16,-4.3298697960381104e-16,2.559064071760986e-15,-3.3306690738754695e-17,0.0
S008,6.661338147750939e-17,5.551115123125783e-18,-5.551115123125783e-18,2.7755575615628914e-16,1.1102230246251565e-16,0.0
S009,9.992007221626409e-17,-3.108624468950438e-16,2.220446049250313e-16,-7.327471962526033e-16,-6.661338147750939e-17,0.0
S010,2.2204460492503132e-17,-1.6653345369377348e-16,-2.2759572004815707e-16,4.940492459581947e-16,4.4408920985006264e-17,0.0
