ID,ax,ay,D,a,b,label
O001,8.881784197001253e-17,-3.108624468950438e-16,7.771561172376095e-17,-1.5543122344752192e-15,-4.718447854656915e-17,1.0
O002,1.554312234475219e-16,2.2204460492503132e-17,6.661338147750939e-17,-9.43689570931383e-17,-6.106226635438361e-17,1.0
O003,0.0,-4.85722573273506e-17,3.219646771412954e-16,1.4432899320127036e-16,0.0,1.0
O004,-2.2204460492503132e-17,-1.2212453270876723e-16,-4.4408920985006264e-17,-2.4424906541753446e-16,-1.7763568394002506e-16,1.0
O005,7.494005416219807e-17,1.1102230246251565e-16,4.440892098500626e-16,-1.2323475573339237e-15,1.6653345369377347e-17,1.0
O007,1.3322676295501878e-16,2.1094237467877973e-16,1.3322676295501878e-16,8.548717289613706e-16,-5.551115123125783e-17,1.0
O008,-8.881784197001253e-17,-1.6653345369377348e-16,-8.881784197001253e-17,1.7763568394002506e-16,-7.494005416219807e-17,1.0
O009,1.2335811384723962e-16,3.4540271877227093e-16,-9.868649107779169e-17,-2.0107372557100057e-15,1.9737298215558337e-16,1.0
O010,1.1102230246251565e-16,-6.47051856539349e-16,-1.7277845820728998e-16,-2.6645352591003756e-16,3.3306690738754695e-17,1.0
